ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,STEDTID,GlossInSource
bodo-78_small-1,,bodo,78_small,*m/s-ŋa-y,*m/s-ŋa-y,,,Zhang2019,90,,,,,
bodo-86_that-1,,bodo,86_that,*m-day ⪤ *m-di,*m-day ⪤ *m-di,,,Zhang2019,2195,,,,,
bodo-88_tongue-1,,bodo,88_tongue,*m/s-lay ⪤ *s-ley,*m/s-lay ⪤ *s-ley,,,Zhang2019,621,,,,,
bodo-89_tooth-1,,bodo,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
bodo-91_two-1,,bodo,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
bodo-93_water-1,,bodo,93_water,*m-t(w)əy-n ⪤ *m-ti-s,*m-t(w)əy-n ⪤ *m-ti-s,,,Zhang2019,298,,,,,
bodo-95_what-1,,bodo,95_what,*(b/m)a-y,*(b/m)a-y,,,Zhang2019,167,,,,,
bodo-100_you-1,,bodo,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
garobangladesh-2_ash-1,,garobangladesh,2_ash,*g-(t/d)ap,*g-(t/d)ap,,,Zhang2019,2691,,,,,
garobangladesh-2_ash-2,,garobangladesh,2_ash,*pʷut ⪤ *hwut,*pʷut ⪤ *hwut,,,Zhang2019,3514,,,,,
garobangladesh-6_bird-1,,garobangladesh,6_bird,*daw,*daw,,,Zhang2019,1604,,,,,
garobangladesh-8_black-1,,garobangladesh,8_black,*s(y)im,*s(y)im,,,Zhang2019,2672,,,,,
garobangladesh-9_blood-1,,garobangladesh,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
garobangladesh-10_bone-1,,garobangladesh,10_bone,*g-r(w/y)a(ŋ/k),*g-r(w/y)a(ŋ/k),,,Zhang2019,238,,,,,
garobangladesh-19_drink-1,,garobangladesh,19_drink,*m-l(i/u)(ŋ/k),*m-l(i/u)(ŋ/k),,,Zhang2019,1705,,,,,
garobangladesh-20_dry-1,,garobangladesh,20_dry,*g-ran,*g-ran,,,Zhang2019,7198,,,,,
garobangladesh-21_ear-1,,garobangladesh,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
garobangladesh-21_ear-2,,garobangladesh,21_ear,*tsy(u/i)(l/r),*tsy(u/i)(l/r),,,Zhang2019,2082,,,,,
garobangladesh-22_earth-1,,garobangladesh,22_earth,*r-ka,*r-ka,,,Zhang2019,2284,,,,,
garobangladesh-23_eat-1,,garobangladesh,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
garobangladesh-25_eye-1,,garobangladesh,25_eye,*gon,*gon,,,Zhang2019,3557,,,,,
garobangladesh-25_eye-2,,garobangladesh,25_eye,*s-mik,*s-mik,,,Zhang2019,682,,,,,
garobangladesh-26_feather-1,,garobangladesh,26_feather,*g-raŋ,*g-raŋ,,,Zhang2019,720,,,,,
garobangladesh-27_fire-1,,garobangladesh,27_fire,*bʷar ⪤ *pʷar,*bʷar ⪤ *pʷar,,,Zhang2019,2152,,,,,
garobangladesh-28_fish-1,,garobangladesh,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
garobangladesh-29_flesh-1,,garobangladesh,29_flesh,*s-pi ⪤ *pay,*s-pi ⪤ *pay,,,Zhang2019,22,,,,,
garobangladesh-31_foot-1,,garobangladesh,31_foot,*d-ya OR *g-ya,*d-ya OR *g-ya,,,Zhang2019,888,,,,,
garobangladesh-31_foot-2,,garobangladesh,31_foot,*t(w)aŋ ⪤ *s-d(y)aŋ,*t(w)aŋ ⪤ *s-d(y)aŋ,,,Zhang2019,344,,,,,
garobangladesh-34_good-1,,garobangladesh,34_good,*s-nam,*s-nam,,,Zhang2019,5740,,,,,
garobangladesh-38_hand-1,,garobangladesh,38_hand,*d-yak,*d-yak,,,Zhang2019,699,,,,,
garobangladesh-42_horn-1,,garobangladesh,42_horn,*m/g-(r)wa-ŋ/k/t,*m/g-(r)wa-ŋ/k/t,,,Zhang2019,814,,,,,
garobangladesh-44_i-1,,garobangladesh,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
garobangladesh-50_liver-1,,garobangladesh,50_liver,*b-ka-n/m/ŋ,*b-ka-n/m/ŋ,,,Zhang2019,229,,,,,
garobangladesh-51_long-1,,garobangladesh,51_long,*low,*low,,,Zhang2019,2418,,,,,
garobangladesh-57_mouth-1,,garobangladesh,57_mouth,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,686,,,,,
garobangladesh-57_mouth-2,,garobangladesh,57_mouth,*ku(w),*ku(w),,,Zhang2019,468,,,,,
garobangladesh-58_name-1,,garobangladesh,58_name,*r-mi(ŋ/n),*r-mi(ŋ/n),,,Zhang2019,2450,,,,,
garobangladesh-59_neck-1,,garobangladesh,59_neck,*g/m-liŋ,*g/m-liŋ,,,Zhang2019,479,,,,,
garobangladesh-59_neck-2,,garobangladesh,59_neck,*tuk ⪤ *twak,*tuk ⪤ *twak,,,Zhang2019,359,,,,,
garobangladesh-62_nose-1,,garobangladesh,62_nose,*(k/g)ywaŋ,*(k/g)ywaŋ,,,Zhang2019,809,,,,,
garobangladesh-67_rain-1,,garobangladesh,67_rain,*r/s/g-wa,*r/s/g-wa,,,Zhang2019,2080,,,,,
garobangladesh-68_red-1,,garobangladesh,68_red,*tsya(k/ŋ),*tsya(k/ŋ),,,Zhang2019,2683,,,,,
garobangladesh-75_sit-1,,garobangladesh,75_sit,*m-tsu-ŋ,*m-tsu-ŋ,,,Zhang2019,3591,,,,,
garobangladesh-76_skin-1,,garobangladesh,76_skin,*kur ⪤ *kwar,*kur ⪤ *kwar,,,Zhang2019,593,,,,,
garobangladesh-82_stone-1,,garobangladesh,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
garobangladesh-83_sun-1,,garobangladesh,83_sun,*tsyar,*tsyar,,,Zhang2019,2753,,,,,
garobangladesh-85_tail-1,,garobangladesh,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
garobangladesh-87_this-1,,garobangladesh,87_this,*(h)i ⪤ *(h)ay,*(h)i ⪤ *(h)ay,,,Zhang2019,5807,,,,,
garobangladesh-88_tongue-1,,garobangladesh,88_tongue,*m/s-lay ⪤ *s-ley,*m/s-lay ⪤ *s-ley,,,Zhang2019,621,,,,,
garobangladesh-89_tooth-1,,garobangladesh,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
garobangladesh-90_tree-1,,garobangladesh,90_tree,*(b/p)ul,*(b/p)ul,,,Zhang2019,2176,,,,,
garobangladesh-92_walk-1,,garobangladesh,92_walk,*ʔay,*ʔay,,,Zhang2019,657,,,,,
garobangladesh-96_white-1,,garobangladesh,96_white,*bawk,*bawk,,,Zhang2019,1230,,,,,
atong-2_ash-1,,atong,2_ash,*pla,*pla,,,Zhang2019,2560,,,,,
atong-2_ash-2,,atong,2_ash,*g-(t/d)ap,*g-(t/d)ap,,,Zhang2019,2691,,,,,
atong-4_belly-1,,atong,4_belly,*d-puːk,*d-puːk,,,Zhang2019,164,,,,,
atong-6_bird-1,,atong,6_bird,*daw,*daw,,,Zhang2019,1604,,,,,
atong-7_bite-1,,atong,7_bite,*k(w)ak ⪤ *k(y)ak,*k(w)ak ⪤ *k(y)ak,,,Zhang2019,755,,,,,
atong-8_black-1,,atong,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
atong-9_blood-1,,atong,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
atong-10_bone-1,,atong,10_bone,*g-r(w/y)a(ŋ/k),*g-r(w/y)a(ŋ/k),,,Zhang2019,238,,,,,
atong-15_cold-1,,atong,15_cold,*m/s-glak ⪤ *m-glaŋ,*m/s-glak ⪤ *m-glaŋ,,,Zhang2019,443,,,,,
atong-18_dog-1,,atong,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
atong-19_drink-1,,atong,19_drink,*m-l(i/u)(ŋ/k),*m-l(i/u)(ŋ/k),,,Zhang2019,1705,,,,,
atong-20_dry-1,,atong,20_dry,*g-ran,*g-ran,,,Zhang2019,7198,,,,,
atong-21_ear-1,,atong,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
atong-22_earth-1,,atong,22_earth,*r-ka,*r-ka,,,Zhang2019,2284,,,,,
atong-25_eye-1,,atong,25_eye,*s-mik,*s-mik,,,Zhang2019,682,,,,,
atong-27_fire-1,,atong,27_fire,*hwa(l/r),*hwa(l/r),,,Zhang2019,5395,,,,,
atong-28_fish-1,,atong,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
atong-31_foot-1,,atong,31_foot,*d-ya OR *g-ya,*d-ya OR *g-ya,,,Zhang2019,888,,,,,
atong-32_full-1,,atong,32_full,*(p/b)liŋ,*(p/b)liŋ,,,Zhang2019,111,,,,,
atong-34_good-1,,atong,34_good,*s-nam,*s-nam,,,Zhang2019,5740,,,,,
atong-38_hand-1,,atong,38_hand,*d-yak,*d-yak,,,Zhang2019,699,,,,,
atong-39_head-1,,atong,39_head,*tuk ⪤ *twak,*tuk ⪤ *twak,,,Zhang2019,359,,,,,
atong-40_hear-1,,atong,40_hear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
atong-42_horn-1,,atong,42_horn,*m/g-(r)wa-ŋ/k/t,*m/g-(r)wa-ŋ/k/t,,,Zhang2019,814,,,,,
atong-44_i-1,,atong,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
atong-57_mouth-1,,atong,57_mouth,*ku(w),*ku(w),,,Zhang2019,468,,,,,
atong-57_mouth-2,,atong,57_mouth,*tsyuk,*tsyuk,,,Zhang2019,478,,,,,
atong-58_name-1,,atong,58_name,*r-mi(ŋ/n),*r-mi(ŋ/n),,,Zhang2019,2450,,,,,
atong-59_neck-1,,atong,59_neck,*g/m-liŋ,*g/m-liŋ,,,Zhang2019,479,,,,,
atong-59_neck-2,,atong,59_neck,*tuk ⪤ *twak,*tuk ⪤ *twak,,,Zhang2019,359,,,,,
atong-62_nose-1,,atong,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
atong-62_nose-2,,atong,62_nose,*(k/g)ywaŋ,*(k/g)ywaŋ,,,Zhang2019,809,,,,,
atong-67_rain-1,,atong,67_rain,*m/s-raŋ,*m/s-raŋ,,,Zhang2019,3571,,,,,
atong-76_skin-1,,atong,76_skin,*kur ⪤ *kwar,*kur ⪤ *kwar,,,Zhang2019,593,,,,,
atong-80_stand-1,,atong,80_stand,*g-r(y)ap,*g-r(y)ap,,,Zhang2019,145,,,,,
atong-82_stone-1,,atong,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
atong-83_sun-1,,atong,83_sun,*r(i/u)ŋ,*r(i/u)ŋ,,,Zhang2019,6225,,,,,
atong-85_tail-1,,atong,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
atong-88_tongue-1,,atong,88_tongue,*s/m-l(y)a-t,*s/m-l(y)a-t,,,Zhang2019,623,,,,,
atong-89_tooth-1,,atong,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
atong-91_two-1,,atong,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
atong-93_water-1,,atong,93_water,*m-t(w)əy-n ⪤ *m-ti-s,*m-t(w)əy-n ⪤ *m-ti-s,,,Zhang2019,298,,,,,
atong-96_white-1,,atong,96_white,*bawk,*bawk,,,Zhang2019,1230,,,,,
atong-100_you-1,,atong,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
konyak-2_ash-1,,konyak,2_ash,*la,*la,,,Zhang2019,5606,,,,,
konyak-2_ash-2,,konyak,2_ash,*g-(t/d)ap,*g-(t/d)ap,,,Zhang2019,2691,,,,,
konyak-3_bark-1,,konyak,3_bark,*(b/p)ul,*(b/p)ul,,,Zhang2019,2176,,,,,
konyak-6_bird-1,,konyak,6_bird,*w(a/u),*w(a/u),,,Zhang2019,1603,,,,,
konyak-7_bite-1,,konyak,7_bite,*C-tsat,*C-tsat,,,Zhang2019,744,,,,,
konyak-8_black-1,,konyak,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
konyak-9_blood-1,,konyak,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
konyak-10_bone-1,,konyak,10_bone,*g-r(w/y)a(ŋ/k),*g-r(w/y)a(ŋ/k),,,Zhang2019,238,,,,,
konyak-16_come-1,,konyak,16_come,*pay,*pay,,,Zhang2019,446,,,,,
konyak-17_die-1,,konyak,17_die,*səy,*səy,,,Zhang2019,27,,,,,
konyak-18_dog-1,,konyak,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
konyak-19_drink-1,,konyak,19_drink,*m-l(i/u)(ŋ/k),*m-l(i/u)(ŋ/k),,,Zhang2019,1705,,,,,
konyak-20_dry-1,,konyak,20_dry,*pu,*pu,,,Zhang2019,3297,,,,,
konyak-21_ear-1,,konyak,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
konyak-22_earth-1,,konyak,22_earth,*r-ka,*r-ka,,,Zhang2019,2284,,,,,
konyak-23_eat-1,,konyak,23_eat,*h(w)a-k,*h(w)a-k,,,Zhang2019,3414,,,,,
konyak-24_egg-1,,konyak,24_egg,*k(r/w)ak,*k(r/w)ak,,,Zhang2019,3437,,,,,
konyak-24_egg-2,,konyak,24_egg,*w(a/u),*w(a/u),,,Zhang2019,1603,,,,,
konyak-25_eye-1,,konyak,25_eye,*s-mik,*s-mik,,,Zhang2019,682,,,,,
konyak-28_fish-1,,konyak,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
konyak-29_flesh-1,,konyak,29_flesh,*mey,*mey,,,Zhang2019,39,,,,,
konyak-31_foot-1,,konyak,31_foot,*ya,*ya,,,Zhang2019,375,,,,,
konyak-32_full-1,,konyak,32_full,*mwa,*mwa,,,Zhang2019,1834,,,,,
konyak-34_good-1,,konyak,34_good,*mway,*mway,,,Zhang2019,2457,,,,,
konyak-37_hair-1,,konyak,37_hair,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
konyak-38_hand-1,,konyak,38_hand,*yak,*yak,,,Zhang2019,696,,,,,
konyak-41_heart-1,,konyak,41_heart,*(m/b)waŋ,*(m/b)waŋ,,,Zhang2019,1392,,,,,
konyak-42_horn-1,,konyak,42_horn,*m/g-(r)wa-ŋ/k/t,*m/g-(r)wa-ŋ/k/t,,,Zhang2019,814,,,,,
konyak-46_knee-1,,konyak,46_knee,*tuŋ,*tuŋ,,,Zhang2019,439,,,,,
konyak-51_long-1,,konyak,51_long,*low,*low,,,Zhang2019,2418,,,,,
konyak-55_moon-1,,konyak,55_moon,*liːt,*liːt,,,Zhang2019,3579,,,,,
konyak-57_mouth-1,,konyak,57_mouth,*m-ts(y)ul,*m-ts(y)ul,,,Zhang2019,442,,,,,
konyak-58_name-1,,konyak,58_name,*r-mi(ŋ/n),*r-mi(ŋ/n),,,Zhang2019,2450,,,,,
konyak-59_neck-1,,konyak,59_neck,*g/m-liŋ,*g/m-liŋ,,,Zhang2019,479,,,,,
konyak-59_neck-2,,konyak,59_neck,*p(w)aŋ,*p(w)aŋ,,,Zhang2019,3404,,,,,
konyak-60_new-1,,konyak,60_new,*g-sar,*g-sar,,,Zhang2019,2651,,,,,
konyak-62_nose-1,,konyak,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
konyak-62_nose-2,,konyak,62_nose,*t(w)a(ŋ/n),*t(w)a(ŋ/n),,,Zhang2019,808,,,,,
konyak-67_rain-1,,konyak,67_rain,*r/s/g-wa,*r/s/g-wa,,,Zhang2019,2080,,,,,
konyak-74_seed-1,,konyak,74_seed,*li,*li,,,Zhang2019,3560,,,,,
konyak-75_sit-1,,konyak,75_sit,*m-ba,*m-ba,,,Zhang2019,3599,,,,,
konyak-75_sit-2,,konyak,75_sit,*syu-t,*syu-t,,,Zhang2019,3596,,,,,
konyak-76_skin-1,,konyak,76_skin,*kur ⪤ *kwar,*kur ⪤ *kwar,,,Zhang2019,593,,,,,
konyak-77_sleep-1,,konyak,77_sleep,*(k/g)li-n,*(k/g)li-n,,,Zhang2019,140,,,,,
konyak-82_stone-1,,konyak,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
konyak-85_tail-1,,konyak,85_tail,*r-mey,*r-mey,,,Zhang2019,5545,,,,,
konyak-88_tongue-1,,konyak,88_tongue,*m/s-lay ⪤ *s-ley,*m/s-lay ⪤ *s-ley,,,Zhang2019,621,,,,,
konyak-89_tooth-1,,konyak,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
konyak-90_tree-1,,konyak,90_tree,*(b/p)ul,*(b/p)ul,,,Zhang2019,2176,,,,,
konyak-93_water-1,,konyak,93_water,*C̥-yuːŋ,*C̥-yuːŋ,,,Zhang2019,7197,,,,,
phom-2_ash-1,,phom,2_ash,*la,*la,,,Zhang2019,5606,,,,,
phom-2_ash-2,,phom,2_ash,*g-(t/d)ap,*g-(t/d)ap,,,Zhang2019,2691,,,,,
phom-6_bird-1,,phom,6_bird,*ʔu,*ʔu,,,Zhang2019,301,,,,,
phom-6_bird-2,,phom,6_bird,*w(a/u),*w(a/u),,,Zhang2019,1603,,,,,
phom-8_black-1,,phom,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
phom-9_blood-1,,phom,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
phom-10_bone-1,,phom,10_bone,*g-r(w/y)a(ŋ/k),*g-r(w/y)a(ŋ/k),,,Zhang2019,238,,,,,
phom-16_come-1,,phom,16_come,*pay,*pay,,,Zhang2019,446,,,,,
phom-17_die-1,,phom,17_die,*səy,*səy,,,Zhang2019,27,,,,,
phom-18_dog-1,,phom,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
phom-19_drink-1,,phom,19_drink,*m-l(i/u)(ŋ/k),*m-l(i/u)(ŋ/k),,,Zhang2019,1705,,,,,
phom-22_earth-1,,phom,22_earth,*r-ka,*r-ka,,,Zhang2019,2284,,,,,
phom-23_eat-1,,phom,23_eat,*h(w)a-k,*h(w)a-k,,,Zhang2019,3414,,,,,
phom-23_eat-2,,phom,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
phom-24_egg-1,,phom,24_egg,*d(w)əy,*d(w)əy,,,Zhang2019,300,,,,,
phom-25_eye-1,,phom,25_eye,*s-mik,*s-mik,,,Zhang2019,682,,,,,
phom-26_feather-1,,phom,26_feather,*g-raŋ,*g-raŋ,,,Zhang2019,720,,,,,
phom-28_fish-1,,phom,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
phom-29_flesh-1,,phom,29_flesh,*s-pi ⪤ *pay,*s-pi ⪤ *pay,,,Zhang2019,22,,,,,
phom-31_foot-1,,phom,31_foot,*la,*la,,,Zhang2019,350,,,,,
phom-32_full-1,,phom,32_full,*mwa,*mwa,,,Zhang2019,1834,,,,,
phom-33_give-1,,phom,33_give,*ya-k,*ya-k,,,Zhang2019,3549,,,,,
phom-34_good-1,,phom,34_good,*mway,*mway,,,Zhang2019,2457,,,,,
phom-35_grease-1,,phom,35_grease,*saːw,*saːw,,,Zhang2019,60,,,,,
phom-37_hair-1,,phom,37_hair,*mum,*mum,,,Zhang2019,2058,,,,,
phom-38_hand-1,,phom,38_hand,*lak,*lak,,,Zhang2019,695,,,,,
phom-40_hear-1,,phom,40_hear,*s-ta-s ⪤ *ta-n,*s-ta-s ⪤ *ta-n,,,Zhang2019,1408,,,,,
phom-41_heart-1,,phom,41_heart,*(m/b)waŋ,*(m/b)waŋ,,,Zhang2019,1392,,,,,
phom-42_horn-1,,phom,42_horn,*m/g-(r)wa-ŋ/k/t,*m/g-(r)wa-ŋ/k/t,,,Zhang2019,814,,,,,
phom-44_i-1,,phom,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
phom-50_liver-1,,phom,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
phom-51_long-1,,phom,51_long,*low,*low,,,Zhang2019,2418,,,,,
phom-55_moon-1,,phom,55_moon,*liːt,*liːt,,,Zhang2019,3579,,,,,
phom-57_mouth-1,,phom,57_mouth,*m-ts(y)ul,*m-ts(y)ul,,,Zhang2019,442,,,,,
phom-58_name-1,,phom,58_name,*r-mi(ŋ/n),*r-mi(ŋ/n),,,Zhang2019,2450,,,,,
phom-59_neck-1,,phom,59_neck,*g/m-liŋ,*g/m-liŋ,,,Zhang2019,479,,,,,
phom-60_new-1,,phom,60_new,*g-sar,*g-sar,,,Zhang2019,2651,,,,,
phom-61_night-1,,phom,61_night,*ya-n,*ya-n,,,Zhang2019,2784,,,,,
phom-62_nose-1,,phom,62_nose,*m-ts(y)ul,*m-ts(y)ul,,,Zhang2019,442,,,,,
phom-65_path-1,,phom,65_path,*lam,*lam,,,Zhang2019,1017,,,,,
phom-67_rain-1,,phom,67_rain,*m/s-raŋ,*m/s-raŋ,,,Zhang2019,3571,,,,,
phom-73_see-1,,phom,73_see,*s-nyan,*s-nyan,,,Zhang2019,1410,,,,,
phom-74_seed-1,,phom,74_seed,*li,*li,,,Zhang2019,3560,,,,,
phom-74_seed-2,,phom,74_seed,*dzəy,*dzəy,,,Zhang2019,3559,,,,,
phom-75_sit-1,,phom,75_sit,*war,*war,,,Zhang2019,3603,,,,,
phom-76_skin-1,,phom,76_skin,*kur ⪤ *kwar,*kur ⪤ *kwar,,,Zhang2019,593,,,,,
phom-77_sleep-1,,phom,77_sleep,*(k/g)li-n,*(k/g)li-n,,,Zhang2019,140,,,,,
phom-81_star-1,,phom,81_star,*liːt,*liːt,,,Zhang2019,3579,,,,,
phom-82_stone-1,,phom,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
phom-85_tail-1,,phom,85_tail,*r-mey,*r-mey,,,Zhang2019,5545,,,,,
phom-88_tongue-1,,phom,88_tongue,*m/s-lay ⪤ *s-ley,*m/s-lay ⪤ *s-ley,,,Zhang2019,621,,,,,
phom-89_tooth-1,,phom,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
phom-90_tree-1,,phom,90_tree,*(b/p)ul,*(b/p)ul,,,Zhang2019,2176,,,,,
phom-91_two-1,,phom,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
phom-93_water-1,,phom,93_water,*C̥-yuːŋ,*C̥-yuːŋ,,,Zhang2019,7197,,,,,
phom-98_woman-1,,phom,98_woman,*la(ː),*la(ː),,,Zhang2019,5493,,,,,
phom-98_woman-2,,phom,98_woman,*n(y)u,*n(y)u,,,Zhang2019,1621,,,,,
phom-100_you-1,,phom,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
chang-2_ash-1,,chang,2_ash,*g-(t/d)ap,*g-(t/d)ap,,,Zhang2019,2691,,,,,
chang-3_bark-1,,chang,3_bark,*(b/p)ul,*(b/p)ul,,,Zhang2019,2176,,,,,
chang-6_bird-1,,chang,6_bird,*w(a/u),*w(a/u),,,Zhang2019,1603,,,,,
chang-7_bite-1,,chang,7_bite,*twak,*twak,,,Zhang2019,1799,,,,,
chang-8_black-1,,chang,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
chang-9_blood-1,,chang,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
chang-10_bone-1,,chang,10_bone,*g-r(w/y)a(ŋ/k),*g-r(w/y)a(ŋ/k),,,Zhang2019,238,,,,,
chang-13_claw-1,,chang,13_claw,*m-(t)syen,*m-(t)syen,,,Zhang2019,512,,,,,
chang-15_cold-1,,chang,15_cold,*kyam,*kyam,,,Zhang2019,2374,,,,,
chang-16_come-1,,chang,16_come,*la-y ⪤ *ra,*la-y ⪤ *ra,,,Zhang2019,3569,,,,,
chang-17_die-1,,chang,17_die,*səy,*səy,,,Zhang2019,27,,,,,
chang-18_dog-1,,chang,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
chang-19_drink-1,,chang,19_drink,*m-l(i/u)(ŋ/k),*m-l(i/u)(ŋ/k),,,Zhang2019,1705,,,,,
chang-21_ear-1,,chang,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
chang-22_earth-1,,chang,22_earth,*r-ka,*r-ka,,,Zhang2019,2284,,,,,
chang-23_eat-1,,chang,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
chang-24_egg-1,,chang,24_egg,*d(w)əy,*d(w)əy,,,Zhang2019,300,,,,,
chang-24_egg-2,,chang,24_egg,*w(a/u),*w(a/u),,,Zhang2019,1603,,,,,
chang-25_eye-1,,chang,25_eye,*s-mik,*s-mik,,,Zhang2019,682,,,,,
chang-27_fire-1,,chang,27_fire,*bʷar ⪤ *pʷar,*bʷar ⪤ *pʷar,,,Zhang2019,2152,,,,,
chang-28_fish-1,,chang,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
chang-29_flesh-1,,chang,29_flesh,*s-pi ⪤ *pay,*s-pi ⪤ *pay,,,Zhang2019,22,,,,,
chang-31_foot-1,,chang,31_foot,*ya,*ya,,,Zhang2019,375,,,,,
chang-33_give-1,,chang,33_give,*gow,*gow,,,Zhang2019,5744,,,,,
chang-34_good-1,,chang,34_good,*mway,*mway,,,Zhang2019,2457,,,,,
chang-35_grease-1,,chang,35_grease,*bu(r),*bu(r),,,Zhang2019,50,,,,,
chang-35_grease-2,,chang,35_grease,*saːw,*saːw,,,Zhang2019,60,,,,,
chang-36_green-1,,chang,36_green,*s-riŋ ⪤ *s-r(y)aŋ,*s-riŋ ⪤ *s-r(y)aŋ,,,Zhang2019,71,,,,,
chang-37_hair-1,,chang,37_hair,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
chang-38_hand-1,,chang,38_hand,*lak,*lak,,,Zhang2019,695,,,,,
chang-38_hand-2,,chang,38_hand,*yak,*yak,,,Zhang2019,696,,,,,
chang-39_head-1,,chang,39_head,*m/s-gaw,*m/s-gaw,,,Zhang2019,386,,,,,
chang-41_heart-1,,chang,41_heart,*(m/b)waŋ,*(m/b)waŋ,,,Zhang2019,1392,,,,,
chang-42_horn-1,,chang,42_horn,*m/g-(r)wa-ŋ/k/t,*m/g-(r)wa-ŋ/k/t,,,Zhang2019,814,,,,,
chang-44_i-1,,chang,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
chang-46_knee-1,,chang,46_knee,*m-kuː(k/ŋ),*m-kuː(k/ŋ),,,Zhang2019,1251,,,,,
chang-48_leaf-1,,chang,48_leaf,*lay,*lay,,,Zhang2019,293,,,,,
chang-50_liver-1,,chang,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
chang-51_long-1,,chang,51_long,*low,*low,,,Zhang2019,2418,,,,,
